Unnamed: 0,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도,Okt_tokens,KNU_Score,KNU_label
439,떨어지지 않토록  자주 주문해요..,5,2023.11.02.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['떨어지지', '않토록', '자주', '주문', '해요', '..']",0,중립
440,맛은있는데 자주는아니고 가끔먹어오,4,2023.11.02.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['맛', '은', '있는데', '자주', '는', '아니고', '가끔', '먹어오']",0,중립
441,포장이 꼼꼼하고 맛있어요!,5,2023.11.01.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['포장', '이', '꼼꼼하고', '맛있어요', '!']",1,긍정
442,아삭하니  맛나요..다음에 재 구매할께요..,5,2023.11.01.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아', '삭', '하', '니', '맛', '나', '요', '..', '다음', '에', '재', '구매', '할께요', '..']",0,중립
443,"아삭하니  맛잇어요
갠적으론 덜새콤햇음 좋겠어요",4,2023.11.01.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['아', '삭', '하', '니', '맛', '잇어요', '\n', '갠', '적', '으론', '덜새콤햇음', '좋겠어요']",0,중립
444,너무 맛있어요~~~~~~~~~,5,2023.11.01.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛있어요', '~~~~~~~~~']",0,중립
445,항상 만족하는 상품입니다 앞으로도 꾸준히 먹으려구요,5,2023.10.31.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['항상', '만족하는', '상품', '입니다', '앞', '으로도', '꾸준히', '먹으려', '구', '요']",4,긍정
446,"궁채 좋아하는데 담가서 먹어보려다가
손이 많이 간다길래 ㅋㅋ 그냥 샀어요 ㅋㅋ
사길 잘한것같아요 ㅋ 오독오독 넘 맛있어요 !
매콤하게 먹고싶어서 청양고추 두어개 잘라두었다가 며칠뒤에 먹었는데 매운맛이 우러나서 개인적으로 더 좋네요 ㅋㅋ",5,2023.10.31.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '좋아하는데', '담가서', '먹어', '보려다가', '\n', '손', '이', '많이', '간다길래', 'ㅋㅋ', '그냥', '샀어요', 'ㅋㅋ', '\n', '사길', '잘', '한것', '같아요', 'ㅋ', '오독오독', '넘', '맛있어요', '!', '\n', '매콤', '하게', '먹고싶어서', '청양고추', '두어', '개', '잘라', '두었다가', '며칠', '뒤', '에', '먹었는데', '매운', '맛', '이', '우러나', '서', '개인', '적', '으로', '더', '좋네요', 'ㅋㅋ']",1,긍정
447,오독오독 식감이 정말좋아요,5,2023.10.29.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['오독오독', '식감', '이', '정말', '좋아요']",0,중립
448,궁채장아찌 너무 맛있어영 최고에요,5,2023.10.29.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '장아찌', '너무', '맛있어', '영', '최고', '에요']",2,긍정
449,짜지 않고 맛나요~,4,2023.10.29.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['짜지', '않고', '맛', '나', '요', '~']",0,중립
450,"얼음팩1개 넣어주셨는데 여름도 아닌데
다 녹아서 터져 있어요. 개봉하니 안이 엉망이네요. 다행히 제품은 밀봉이 되어 괜찮은데 비닐에 한번 넣어서 배송해 주심 좋을것 같아요. 꺼내면서 찜찜했어요.",3,2023.10.29.,맛 만족도평범해요유통기한꽤 남았어요포장별로예요,,평범해요,꽤 남았어요,별로예요,"['얼음', '팩', '1', '개', '넣어주셨는데', '여름', '도', '아닌데', '\n', '다', '녹아서', '터져', '있어요', '.', '개봉', '하니', '안이', '엉망', '이네', '요', '.', '다행히', '제품', '은', '밀봉', '이', '되어', '괜찮은데', '비닐', '에', '한번', '넣어서', '배송', '해', '주심', '좋을것', '같아요', '.', '꺼내면서', '찜찜했어요', '.']",-2,부정
451,맛있는데 저한테는 조금 간이 짜내요,4,2023.10.27.,구매자거주인원 4인취학자녀 가정맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요,구매자거주인원 4인취학자녀 가정,평범해요,아주 넉넉해요,꼼꼼해요,"['맛있는데', '저', '한', '테', '는', '조금', '간이', '짜내요']",0,중립
452,자주 시키는 반찬이에요 아버지가 맛있게 드시네요,5,2023.10.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['자주', '시키는', '반찬', '이에요', '아버지', '가', '맛있게', '드시네요']",2,긍정
453,두번째 시켜먹어요 맛있어요,5,2023.10.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['두번째', '시켜', '먹어요', '맛있어요']",0,중립
454,깔끔하고 맛있어요~~,5,2023.10.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['깔끔하고', '맛있어요', '~~']",0,중립
455,맛있어서 재구매했어요,5,2023.10.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어서', '재구매', '했어요']",0,중립
456,후기에 낚였네요  식당서 맛본 그맛이 아니네요 ㅠ,1,2023.10.27.,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요,,맛 없어요,꽤 남았어요,적당해요,"['후기', '에', '낚였네', '요', '식당', '서', '맛본', '그', '맛', '이', '아니네요', 'ㅠ']",-1,부정
457,맛있어서 또주문했어요 깨끗하고...,5,2023.10.26.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어서', '또', '주문', '했어요', '깨끗하고', '...']",2,긍정
458,배송도 빠르고 맛있어요,5,2023.10.25.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['배송', '도', '빠르고', '맛있어요']",0,중립
459,5번째구매중입니다.,5,2023.10.25.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['5', '번', '째', '구매', '중', '입니다', '.']",0,중립
460,"너무맛있어요ㅠ
인생장아찌에요!!",5,2023.10.25.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛있어요', 'ㅠ', '\n', '인생', '장아찌', '에요', '!!']",-1,부정
461,제입에는 짠맛이 강하네요 ㅠ,5,2023.10.25.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['제입', '에는', '짠맛', '이', '강하네요', 'ㅠ']",-1,부정
462,재주문해서 먹는식품중에하나이고 맛있어요,5,2023.10.25.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['재주', '문해', '서', '먹는', '식품', '중', '에', '하나', '이고', '맛있어요']",1,긍정
463,대체적으로  원했던  맛인데 좀  더  달고  새콤했으면  하네요,3,2023.10.25.,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,,평범해요,꽤 남았어요,꼼꼼해요,"['대', '체적', '으로', '원했던', '맛', '인데', '좀', '더', '달', '고', '새', '콤', '했으면', '하네요']",0,중립
464,빠른 배송에 잘 받았습니다.,5,2023.10.25.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['빠른', '배송', '에', '잘', '받았습니다', '.']",1,긍정
465,매달 시켜먹을정도로 맛있어요,5,2023.10.25.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['매달', '시켜', '먹을', '정도', '로', '맛있어요']",0,중립
466,꼬들하니 맛있어요 매달 시켜먹어요,5,2023.10.25.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['꼬들하', '니', '맛있어요', '매달', '시켜', '먹어요']",0,중립
467,"아이가 어릴때부터 유리네 궁채만 먹어요
아주맛있고 좋습니다 저번 궁채는 약간 거친
심지같은게 많아서 씹는식감이 몇몇 거북한게
있었는데 이번엔 아주좋아요!!",5,2023.10.24.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아이', '가', '어릴', '때', '부터', '유리', '네', '궁채', '만', '먹어요', '\n', '아주', '맛있고', '좋습니다', '저번', '궁', '채는', '약간', '거친', '\n', '심지', '같은게', '많아서', '씹는', '식감', '이', '몇몇', '거북한게', '\n', '있었는데', '이번', '엔', '아주', '좋아요', '!!']",-2,부정
468,아삭아삭하고 새콤해서 밥맛 없을 때 참 좋아요 맛있습니다,5,2023.10.24.,구매자거주인원 1인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인싱글,아주 넉넉해요,꼼꼼해요,맛있어요,"['아삭아삭', '하고', '새', '콤', '해서', '밥맛', '없을', '때', '참', '좋아요', '맛있습니다']",0,중립
469,"오독오독 아삭아삭 식감 최고구요
적당한 간의 장아찌라 좋았어요
너무 짜도 많이 못먹어 
시간지나도 꾀 남아 버리게 되는데
이건 적당해서 좋아요",5,2023.10.24.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요,"['오독오독', '아삭아삭', '식감', '최고', '구', '요', '\n', '적당한', '간의', '장아찌', '라', '좋았어요', '\n', '너무', '짜도', '많이', '못', '먹어', '시간', '지나도', '꾀', '남아', '버리게', '되는데', '\n', '이건', '적당해서', '좋아요']",3,긍정
470,좋아요좋아요좋아요좋아요,5,2023.10.23.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['좋아요', '좋아요', '좋아요', '좋아요']",0,중립
471,너무맛있어서 자주 구매합니다 번창하세요!,5,2023.10.23.,구매자거주인원 4인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛있어서', '자주', '구매', '합니다', '번창', '하세요', '!']",0,중립
472,너무맛있어서 자주 구매합니다 번창하세요!,5,2023.10.23.,구매자거주인원 4인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '맛있어서', '자주', '구매', '합니다', '번창', '하세요', '!']",0,중립
473,"다먹고 이제 또 주문하려구요
한달에 3개 너무 금방 먹네요 
맛있어요",5,2023.10.23.,구매자거주인원 2인신혼/부부유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,꽤 남았어요,꼼꼼해요,맛있어요,"['다', '먹고', '이제', '또', '주문', '하려구요', '\n', '한', '달', '에', '3', '개', '너무', '금방', '먹네요', '맛있어요']",0,중립
474,달콤 새콤하니 맛있습니다.,5,2023.10.22.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['달콤', '새', '콤', '하', '니', '맛있습니다', '.']",0,중립
475,궁채를  좋아하는데 짱아찌도 많이 드시는것같아 구매 해보았어요.  오독아삭? 누룽지 먹을때도 고기먹을때도 딱이네요^^,5,2023.10.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '를', '좋아하는데', '짱아찌', '도', '많이', '드시는것', '같아', '구매', '해보았어요', '.', '오', '독', '아', '삭', '?', '누룽지', '먹을', '때', '도', '고기', '먹을', '때', '도', '딱이네요', '^^']",-1,부정
476,"궁채 넘 좋아하는데 , 팔길래 주문했어요! 
아삭아삭 식감 좋고 간장 잘 달이셨네요~ 
진짜 밥도둑이에요! 포장도 꼼꼼하고 용기도 좋아요!",5,2023.10.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '넘', '좋아하는데', ',', '팔길래', '주문', '했어요', '!', '아삭아삭', '식감', '좋고', '간장', '잘', '달이셨네요', '~', '진짜', '밥', '도둑', '이에요', '!', '포장', '도', '꼼꼼하고', '용기', '도', '좋아요', '!']",4,긍정
477,"맛있네요.
한번은 재구매할듯",4,2023.10.21.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['맛있네요', '.', '\n', '한번', '은', '재구매', '할듯']",0,중립
478,맛있어서 재구매해요,5,2023.10.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어서', '재구매', '해', '요']",-2,부정
479,궁채라는걸  첨먹어봣는데  아삭아삭   맛있네요~,5,2023.10.21.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['궁채', '라', '는걸', '첨', '먹어', '봣', '는데', '아삭아삭', '맛있네요', '~']",0,중립
480,궁채 장아찌는 유리네게 최고죠 이번에도 맛납니다 어른들도 잘드세요 많이파세요^~~,5,2023.10.21.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['궁채', '장아찌', '는', '유리', '네', '게', '최고', '죠', '이번', '에도', '맛', '납니다', '어른', '들', '도', '잘', '드세요', '많이', '파세요', '^~~']",3,긍정
481,아삭아삭하고 맛있어요,4,2023.10.20.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['아삭아삭', '하고', '맛있어요']",0,중립
482,아삭아삭하니  식감이 좋아요  삼겹살이랑 먹음 궁합이 좋아요,5,2023.10.19.,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,,평범해요,꽤 남았어요,꼼꼼해요,"['아삭아삭', '하니', '식감', '이', '좋아요', '삼겹살', '이랑', '먹음', '궁합', '이', '좋아요']",0,중립
483,잘 먹고 있어요 맛있어요,5,2023.10.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['잘', '먹고', '있어요', '맛있어요']",1,긍정
484,잘 먹고있는 반찬~ 맛있습니다,5,2023.10.19.,구매자거주인원 4인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요,"['잘', '먹고있는', '반찬', '~', '맛있습니다']",1,긍정
485,요즘 저희집은 김치를 안먹어요. 너무 맛있습니다. 또 주문할께요.,5,2023.10.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['요즘', '저희', '집', '은', '김치', '를', '안', '먹어요', '.', '너무', '맛있습니다', '.', '또', '주문', '할께요', '.']",0,중립
